,channel,videoId,videoKind,publishedDateTime,videoTitle,playlistId,categoryId,duration,viewCount,likeCount,dislikeCount,score,participantId,numOfVotes,mean,std
70,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,-PZDIlJcmNA,youtube#video,2019-02-13T17:00:00.000Z,The Horrible History of The Death Penalty,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT10M11S,1522236.0,15418.0,794.0,"0, 0, 1","['A3ODGLELT1TPX', 'A16QZSBYXE5VY8', 'A1YFETJK9CSLGP']",3,0.3333333333333333,0.4714045207910317
71,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,-Pcc1SHhhGs,youtube#video,2017-12-18T17:00:01.000Z,This Is How You Will Die,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT7M31S,1068270.0,21670.0,1072.0,"0, 1","['ALHT37PYQA05D', 'A2HX13XTRKDD9C']",2,0.5,0.5
72,UCpJmBQ8iNHXeQ7jQWDyGe3A | Life Noggin,-PevXm5qYCk,youtube#video,2019-03-25T13:00:00.000Z,How Long Could You Survive Cut Off From Earth?,UUpJmBQ8iNHXeQ7jQWDyGe3A,27.0,PT4M12S,368637.0,10836.0,169.0,0,['A1O6NAOVMJ1XVC'],1,0.0,0.0
73,UCH4BNI0-FOK2dMXoFtViWHw | It's Okay To Be Smart,-QYIm5WV04I,youtube#video,2018-05-08T17:36:44.000Z,Why Do We Itch?,UUH4BNI0-FOK2dMXoFtViWHw,27.0,PT6M5S,1508397.0,35665.0,823.0,"0, 0","['A36SUOEMOIXFSO', 'A2G92T4A1U377C']",2,0.0,0.0
74,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,-QoErN4OK0w,youtube#video,2016-12-07T19:10:24.000Z,NASA’s Cassini spacecraft releases first close-up photos of Saturn,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT1M49S,171419.0,977.0,64.0,"0, 0","['A3INW9GHEU7FLU', 'A3MIMTJL7OVXJB']",2,0.0,0.0
75,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,-REVw7qjSoQ,youtube#video,2016-03-24T16:00:00.000Z,"The Difference Between Hardwoods and Softwoods (I Swear, More Interesting Than It Sounds)",UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT4M47S,539140.0,18431.0,348.0,"0, 2","['A3GRDYAGMTAU02', 'A12FTSX85NQ8N9']",2,1.0,1.0
76,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,-TFCMK4i2lo,youtube#video,2016-06-20T21:00:01.000Z,Batman & Identity: Crash Course Philosophy #18,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT9M9S,943690.0,18399.0,219.0,"0, 1, 2","['A28EZTFIIDESKT', 'A2LV5432PV1S39', 'AH31QLJ57XC8W']",3,1.0,0.8164965809277259
77,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,-T_ZsTh4ueQ,youtube#video,2019-07-28T07:10:45.000Z,The Candace Owens Show: Paul Joseph Watson,UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT48M12S,844105.0,36927.0,1039.0,"0, 1","['A3ODGLELT1TPX', 'A2EC3L6VH2WTKF']",2,0.5,0.5
78,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,-Tk4v_t0-vk,youtube#video,2018-09-11T16:00:00.000Z,Why You Should Never Swallow Gum,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT6M19S,294907.0,6776.0,437.0,"0, 0","['A2Z0V2A4SP5QE0', 'A2KWEVSI7P1RGQ']",2,0.0,0.0
79,UCftwRNsjfRo08xYE31tkiyw | WIRED,-UAdFerZMWc,youtube#video,2017-10-11T13:01:01.000Z,"Watch Us Build a 7,500 Piece Lego Millennium Falcon | WIRED",UUftwRNsjfRo08xYE31tkiyw,24.0,PT1M38S,165558.0,2536.0,81.0,"0, 1","['A2KWEVSI7P1RGQ', 'A3YP2RNFZ1PQP']",2,0.5,0.5
80,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,-Uha5c7hJdA,youtube#video,2018-02-14T18:59:52.000Z,The Loot Box Question - Designing Ethical Lootboxes: I - Extra Credits,UUCODtTcd5M1JavPCOr_Uydg,20.0,PT10M8S,345536.0,12411.0,8112.0,"0, 0","['A36SUOEMOIXFSO', 'A2G92T4A1U377C']",2,0.0,0.0
81,UCLXo7UDZvByw2ixzpQCufnA | Vox,-VI5zDQJoN8,youtube#video,2018-12-21T13:00:00.000Z,The World War II battle against STDs,UULXo7UDZvByw2ixzpQCufnA,25.0,PT12M20S,1199168.0,23022.0,1191.0,"0, 0","['AYMJAMX7Z7YHG', 'A3T3CRF61D218E']",2,0.0,0.0
83,UCkJEpR7JmS36tajD34Gp4VA | Psych2Go,-VQp4JBomc8,youtube#video,2018-12-16T18:21:04.000Z,5 Signs You're Ready for Sex!,UUkJEpR7JmS36tajD34Gp4VA,27.0,PT4M47S,904558.0,13709.0,562.0,"0, 1","['A3INW9GHEU7FLU', 'A39980PKUJE4NS']",2,0.5,0.5
84,UCLXo7UDZvByw2ixzpQCufnA | Vox,-W6v2_0evUU,youtube#video,2017-12-13T12:30:00.000Z,Why this elbow is a TIME person of the year,UULXo7UDZvByw2ixzpQCufnA,25.0,PT2M41S,648372.0,23276.0,1837.0,"0, 0","['A36SUOEMOIXFSO', 'A2Z0V2A4SP5QE0']",2,0.0,0.0
86,UCZYTClx2T1of7BRZ86-8fow | SciShow,-Wfu0GR-mE8,youtube#video,2017-08-09T21:00:01.000Z,A Brief History of Life on Earth: The Full Series,UUZYTClx2T1of7BRZ86-8fow,27.0,PT36M12S,1623291.0,13888.0,661.0,"0, 1","['AYMJAMX7Z7YHG', 'A39980PKUJE4NS']",2,0.5,0.5
87,UC3sznuotAs2ohg_U__Jzj_Q | The Film Theorists,-WzkISrldEY,youtube#video,2017-04-01T16:46:36.000Z,Why Disney's Finding Nemo may be the BEST MOVIE EVER! | Film Legends,UU3sznuotAs2ohg_U__Jzj_Q,1.0,PT7M53S,992368.0,27099.0,2163.0,"0, 0","['A2D4RMKLUQ6RZA', 'A140DPSW275GFR']",2,0.0,0.0
88,UCkJEpR7JmS36tajD34Gp4VA | Psych2Go,-XSJPpBgduM,youtube#video,2017-09-20T09:13:37.000Z,10 Signs You're an Old Soul,UUkJEpR7JmS36tajD34Gp4VA,27.0,PT6M23S,1320367.0,61709.0,1181.0,"0, 0","['A1VPSWYSCJYPEB', 'A2OP2ZANIM5ZV']",2,0.0,0.0
89,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,-XU6ZHZ8TDg,youtube#video,2018-12-14T22:00:00.000Z,How Petrodollars Affect The US Dollar And The World Economy?,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT6M53S,113037.0,2510.0,122.0,"0, 0","['A1H198MRIM37T1', 'A1VPSWYSCJYPEB']",2,0.0,0.0
90,UCpJmBQ8iNHXeQ7jQWDyGe3A | Life Noggin,-XXlvPjL6Kk,youtube#video,2015-10-05T13:00:19.000Z,What Causes Headaches?,UUpJmBQ8iNHXeQ7jQWDyGe3A,1.0,PT1M48S,1120909.0,16198.0,281.0,"0, 2","['A2ZM10511OH8WY', 'AH31QLJ57XC8W']",2,1.0,1.0
91,UC3sznuotAs2ohg_U__Jzj_Q | The Film Theorists,-XwHQxXpt_k,youtube#video,2018-09-20T18:06:14.000Z,Film Theory: Attack on Titan's Biggest Mystery SOLVED,UU3sznuotAs2ohg_U__Jzj_Q,1.0,PT11M34S,3009274.0,87829.0,2867.0,"0, 1","['A1O6NAOVMJ1XVC', 'AE63GABJL0FGJ']",2,0.5,0.5
92,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,-XxhX9rIZjM,youtube#video,2016-01-02T14:24:15.000Z,10 Women You Won't Believe Actually Exist,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT4M48S,4779831.0,9722.0,2333.0,"0, 0","['A3GRDYAGMTAU02', 'A24RQYIDMV7OPK']",2,0.0,0.0
93,UCZYTClx2T1of7BRZ86-8fow | SciShow,-YPBc7csfLI,youtube#video,2018-07-18T23:57:25.000Z,SciShow Quiz Show: A Different Kind of Animal Wonders,UUZYTClx2T1of7BRZ86-8fow,27.0,PT20M30S,100135.0,3180.0,101.0,"1, 2","['A1TARNH07A75CG', 'A3BHWR32XVJSXJ']",2,1.5,0.5
94,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,-ZEGPQAOn7I,youtube#video,2018-09-09T16:45:00.000Z,NATO vs Soviet Union - Who Would Win? Military / Army Comparison,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT11M27S,686705.0,10249.0,980.0,"0, 0","['A2Z0V2A4SP5QE0', 'A2KWEVSI7P1RGQ']",2,0.0,0.0
95,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,-ZGD3Vdtrbs,youtube#video,2019-08-06T01:15:01.000Z,Astronomers Find Vortex Around A Black Hole Spinning At 70% the Speed of Light,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT6M32S,365133.0,9897.0,309.0,"0, 0, 1","['A3MIMTJL7OVXJB', 'A2D4RMKLUQ6RZA', 'A3BHWR32XVJSXJ']",3,0.3333333333333333,0.4714045207910317
96,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,-Zi00j6P81E,youtube#video,2017-10-20T10:02:26.000Z,Why Are Restaurants' Profit Margins So Low?,UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT2M20S,526058.0,6911.0,768.0,"0, 0, 0","['A2T2H9I6P3DPD2', 'A2X135IX70LYH5', 'AV9KCJ8RNIWRJ']",3,0.0,0.0
97,UCftwRNsjfRo08xYE31tkiyw | WIRED,-_2mj1pwveo,youtube#video,2017-08-01T19:00:42.000Z,Magician Breaks Down How Illusions Work | WIRED,UUftwRNsjfRo08xYE31tkiyw,24.0,PT4M53S,2633682.0,58931.0,2275.0,2,['AW2HEHEFKRGR6'],1,2.0,0.0
98,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,-a739VjqdSI,youtube#video,2016-11-21T23:02:30.000Z,Utilitarianism: Crash Course Philosophy #36,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT10M1S,2146033.0,37857.0,600.0,"0, 0, 1","['A17TKHT8FEVH0R', 'A3U2UNSYDPS933', 'A28EZTFIIDESKT']",3,0.3333333333333333,0.4714045207910317
99,UC9RM-iSvTu1uPJb8X5yp3EQ | Wendover Productions,-aQ2E0mlRQI,youtube#video,2016-09-13T14:30:00.000Z,The Plane Highway in the Sky,UU9RM-iSvTu1uPJb8X5yp3EQ,27.0,PT6M25S,3426913.0,66346.0,937.0,"0, 0","['A2Z0V2A4SP5QE0', 'AGLRR7BJRX0J5']",2,0.0,0.0
100,UCZYTClx2T1of7BRZ86-8fow | SciShow,-aX_IO5DMlk,youtube#video,2019-06-01T21:00:01.000Z,Meet The Black Swallower: Nature's Top Competitive Eater,UUZYTClx2T1of7BRZ86-8fow,27.0,PT4M30S,179231.0,6813.0,349.0,"0, 0","['A140DPSW275GFR', 'A140DPSW275GFR']",1,0.0,0.0
101,UCftwRNsjfRo08xYE31tkiyw | WIRED,-aq1n8MSk8c,youtube#video,2019-11-15T16:00:04.000Z,"Kristen Stewart, Naomi Scott, and Ella Balinska Answer the Web's Most Searched Questions | WIRED",UUftwRNsjfRo08xYE31tkiyw,24.0,PT10M25S,2671133.0,70740.0,1733.0,2,['A3P04JZJNOYILR'],1,2.0,0.0
102,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,-auyB19Mc6U,youtube#video,2019-08-14T17:29:56.000Z,"Diegetic UI - Realistic, or Distracting? - Extra Credits",UUCODtTcd5M1JavPCOr_Uydg,20.0,PT7M54S,161466.0,8483.0,224.0,"0, 0","['AYMJAMX7Z7YHG', 'A39980PKUJE4NS']",2,0.0,0.0
103,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,-bsp8ALiue8,youtube#video,2015-02-26T23:37:51.000Z,Myth Debunker: 43 Popular Myths Debunked - Fun Facts Trivia,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT7M1S,190904.0,3393.0,183.0,"0, 0","['A30KYQGABO7JER', 'A140DPSW275GFR']",2,0.0,0.0
104,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,-cPdImejxEQ,youtube#video,2019-10-25T19:00:01.000Z,"Planting 20,000,000 Trees Will Actually Have This Impact",UUfdNM3NAhaBOXCafH7krzrA,27.0,PT6M52S,8516376.0,487523.0,8139.0,"0, 1","['A3YP2RNFZ1PQP', 'A3T3CRF61D218E']",2,0.5,0.5
105,UC9RM-iSvTu1uPJb8X5yp3EQ | Wendover Productions,-cjfTG8DbwA,youtube#video,2017-09-26T14:30:00.000Z,Why Public Transportation Sucks in the US,UU9RM-iSvTu1uPJb8X5yp3EQ,27.0,PT10M6S,2345282.0,57262.0,2672.0,"0, 0, 0, 1, 1","['A2ONQYOHK167IH', 'AA4KKLIU4C3NY', 'ASAG9N3A245K', 'A2IKZUG69SPJXO', 'A2TZAXWOB3JMNV']",5,0.4,0.4898979485566357
106,UCR1IuLEqb6UEA_zQ81kwXfg | Real Engineering,-dL28N5yPmQ,youtube#video,2018-10-05T14:28:16.000Z,How We Will Colonise The Moon,UUR1IuLEqb6UEA_zQ81kwXfg,28.0,PT8M16S,660228.0,22404.0,775.0,"1, 1","['AQOXSP4W3ITSW', 'A39980PKUJE4NS']",2,1.0,0.0
107,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,-dMLTW0ga5I,youtube#video,2018-01-22T17:23:38.000Z,What was Up with David Bowie's Left Eye?,UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT4M48S,105609.0,5230.0,31.0,"1, 1","['A3J4QZVB7RJQ0U', 'A2HX13XTRKDD9C']",2,1.0,0.0
108,UCLXo7UDZvByw2ixzpQCufnA | Vox,-dVwv4wPA88,youtube#video,2019-02-21T13:00:00.000Z,Here's where Borders is going next,UULXo7UDZvByw2ixzpQCufnA,25.0,PT2M8S,360681.0,15330.0,341.0,"0, 1","['A2G92T4A1U377C', 'A14UJPO621M1X0']",2,0.5,0.5
110,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,-djwgXIVoQc,youtube#video,2019-08-06T16:15:01.000Z,No Talking For 7 Days Challenge (Girlfriend Isn't Happy) || FUNNY ANIMATION CHALLENGE,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT11M25S,697304.0,19474.0,646.0,"0, 0, 1","['A3BHWR32XVJSXJ', 'A3MIMTJL7OVXJB', 'A3YP2RNFZ1PQP']",3,0.3333333333333333,0.4714045207910317
111,UCLXo7UDZvByw2ixzpQCufnA | Vox,-e3T3VHmEkg,youtube#video,2016-11-08T13:35:05.000Z,Neo-Nazis explain why they like Donald Trump,UULXo7UDZvByw2ixzpQCufnA,25.0,PT3M32S,1220830.0,12186.0,9927.0,"1, 1","['A3YP2RNFZ1PQP', 'A3GRDYAGMTAU02']",2,1.0,0.0
113,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,-eBaGes3E2M,youtube#video,2017-05-29T16:30:01.000Z,Does the President's Dog Get Its Own Secret Service Agents?,UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT7M49S,354105.0,7086.0,283.0,"0, 2, 2","['A1O3TWBUDONVLO', 'A3U2UNSYDPS933', 'AH31QLJ57XC8W']",3,1.333333333333333,0.9428090415820634
114,UCLXo7UDZvByw2ixzpQCufnA | Vox,-eO92ABfq2I,youtube#video,2018-09-17T12:00:01.000Z,Why the Ouija board became so famous,UULXo7UDZvByw2ixzpQCufnA,25.0,PT6M9S,1171520.0,18309.0,1525.0,0,['A3GRDYAGMTAU02'],1,0.0,0.0
116,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,-fC9rdruL4g,youtube#video,2018-02-08T03:00:39.000Z,10 TEENS WHO SHOCKED THE WORLD,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT6M48S,3875495.0,13211.0,2172.0,"2, 2","['A28EZTFIIDESKT', 'A393D0YOTJ8QWA']",2,2.0,0.0
117,UCLXo7UDZvByw2ixzpQCufnA | Vox,-fUDIucr2eo,youtube#video,2017-04-03T12:18:43.000Z,Comedians have figured out the trick to covering Trump,UULXo7UDZvByw2ixzpQCufnA,25.0,PT6M55S,3240971.0,86086.0,13693.0,2,['A11Q8U6QTT8KGF'],1,2.0,0.0
119,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,-fWX6v0NTvI,youtube#video,2018-10-17T17:29:50.000Z,"The New Player Experience - Hooks, Tutorials, Rewards - Extra Credits",UUCODtTcd5M1JavPCOr_Uydg,20.0,PT6M31S,170700.0,7406.0,92.0,"1, 2","['A2Z0V2A4SP5QE0', 'A1SNX9NBRRIVON']",2,1.5,0.5
120,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,-gNlcewdKr0,youtube#video,2019-04-30T16:15:00.000Z,How Jeff Bezos Gets His Money From Amazon (The Story of the Richest Person In The World in 2019),UUfdNM3NAhaBOXCafH7krzrA,27.0,PT10M56S,1325818.0,22631.0,938.0,"0, 1","['A36SUOEMOIXFSO', 'A3P04JZJNOYILR']",2,0.5,0.5
121,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,-gP8yKV1V0o,youtube#video,2018-11-09T17:15:01.000Z,The Rock (Dwayne Johnson) vs The Average Person - How Do They Compare?,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT9M20S,298151.0,5827.0,579.0,"0, 1, 1","['A3ODGLELT1TPX', 'A121T4P5NKCHCS', 'A3BHWR32XVJSXJ']",3,0.6666666666666666,0.4714045207910317
122,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,-gaYPsbaE5Y,youtube#video,2019-10-19T00:15:43.000Z,Is It True the T-Rex Couldn't See You If You Didn't Move?,UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT10M49S,157366.0,7287.0,102.0,"0, 0","['A3QU964EOJXS56', 'A3BHWR32XVJSXJ']",2,0.0,0.0
123,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,-gsvahqbVvc,youtube#video,2018-10-30T00:00:48.000Z,10 KIDS SERVING LIFE IN PRISON | Compilation,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT31M29S,1686308.0,17650.0,1611.0,"0, 1","['A3INW9GHEU7FLU', 'A3YP2RNFZ1PQP']",2,0.5,0.5
124,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,-guMB6wH8yk,youtube#video,2017-01-20T19:00:22.000Z,10 FAKE Foods YOU Eat!,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT7M17S,1733537.0,18856.0,2848.0,"0, 2","['A2726YRGIF5ZXL', 'AEF74ZYJTTEIA']",2,1.0,1.0
125,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,-hjGgFgnYIA,youtube#video,2018-03-19T22:27:21.000Z,Crash Course History of Science Preview,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT2M3S,463433.0,8721.0,83.0,"0, 1","['AYMJAMX7Z7YHG', 'AC54HUSIFWSP']",2,0.5,0.5
126,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,-hr58Yu0yDs,youtube#video,2018-07-03T15:00:54.000Z,Are there universal expressions of emotion? - Sophie Zadeh,UUsooa4yRKGN_zEE8iknghZA,27.0,PT4M52S,200795.0,5230.0,94.0,"0, 1","['A3PQ5Q456J981M', 'A3QU964EOJXS56']",2,0.5,0.5
127,UCHnyfMqiRRG1u-2MsSQLbXA | Veritasium,-i0InwW0V9k,youtube#video,2016-06-28T14:00:00.000Z,Stringless Yo-Yo!,UUHnyfMqiRRG1u-2MsSQLbXA,27.0,PT4M52S,7131740.0,91514.0,2937.0,"0, 2","['A3MIMTJL7OVXJB', 'ACI8PUCF5OPDC']",2,1.0,1.0
128,UC7_gcs09iThXybpVgjHZ_7g | PBS Space Time,-iWGtQ03OZM,youtube#video,2018-05-02T18:00:00.000Z,The Star at the End of Time | Space Time,UU7_gcs09iThXybpVgjHZ_7g,27.0,PT11M4S,930558.0,18019.0,447.0,0,['A1AYFPD1RFW8P5'],1,0.0,0.0
129,UCpJmBQ8iNHXeQ7jQWDyGe3A | Life Noggin,-ik-ZCdTiVQ,youtube#video,2018-09-10T13:00:01.000Z,What If You Never Washed Your Hands? - Dear Blocko #3,UUpJmBQ8iNHXeQ7jQWDyGe3A,27.0,PT4M19S,1392139.0,29956.0,570.0,"0, 0, 1","['A22ZYDQ7VRH6EL', 'ANBWJZYU2A68T', 'A1YFETJK9CSLGP']",3,0.3333333333333333,0.4714045207910317
130,UCphTF9wHwhCt-BzIq-s4V-g | What If,-iqrtHHmTM4,youtube#video,2019-03-17T19:33:04.000Z,What If Earth's Topography Was Inverted?,UUphTF9wHwhCt-BzIq-s4V-g,28.0,PT3M44S,342218.0,6932.0,183.0,1,[nan],0,1.0,0.0
131,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,-irqb99btZY,youtube#video,2018-11-20T22:00:00.000Z,What Makes Tardigrades Immortal?,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT12M29S,800342.0,16153.0,617.0,"0, 1","['A2LGEIY8RXI1EW', 'A2Z0V2A4SP5QE0']",2,0.5,0.5
132,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,-j0sehBUEg4,youtube#video,2019-10-17T23:30:11.000Z,"Fireside Chat Ep. 104 - Communism: So Much for ""Good Intentions""",UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT32M48S,247241.0,3067.0,66.0,1,['A3T3CRF61D218E'],1,1.0,0.0
133,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,-kDqmA5EuUI,youtube#video,2018-07-21T15:00:01.000Z,What If Hitler Had Won?,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT4M8S,4196123.0,58720.0,10814.0,"0, 0, 2","['A1YKFB1EKM08EV', 'A2MX5YW3DSQ61W', 'AYPOAY43REHC8']",3,0.6666666666666666,0.9428090415820634
134,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,-kLhwXg1Gjs,youtube#video,2019-09-18T03:15:00.000Z,What To Actually Do If All Plane Engines Fail At The Same Time,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT10M12S,438916.0,7049.0,293.0,0,['A322PKD0V62M27'],1,0.0,0.0
135,UCZYTClx2T1of7BRZ86-8fow | SciShow,-kTDmsNumVE,youtube#video,2015-10-09T23:10:07.000Z,Quantum Computing Breakthrough,UUZYTClx2T1of7BRZ86-8fow,27.0,PT3M58S,696926.0,15986.0,230.0,"0, 1","['J4059a0ik5obuh2v', 'A3BHWR32XVJSXJ']",2,0.5,0.5
136,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,-ldVYSeBTqE,youtube#video,2016-12-12T10:04:50.000Z,The Sexiest Man Alive,UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT4M38S,1070400.0,19835.0,3492.0,"0, 0","['A393D0YOTJ8QWA', 'A3ODGLELT1TPX']",2,0.0,0.0
137,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,-lfcAe936oY,youtube#video,2018-06-09T17:00:00.000Z,Why Do Baseball Managers Wear the Team's Uniform Instead of a Suit Like In Other Sports?,UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT7M27S,116937.0,2651.0,72.0,"0, 0","['A2WYCY1FMQOD5F', 'A2726YRGIF5ZXL']",2,0.0,0.0
138,UCpJmBQ8iNHXeQ7jQWDyGe3A | Life Noggin,-m9qfR-N5iQ,youtube#video,2015-11-23T14:00:10.000Z,What Causes Nosebleeds?,UUpJmBQ8iNHXeQ7jQWDyGe3A,1.0,PT2M31S,3062339.0,44535.0,684.0,"0, 1","['A3AW887GI0NLKF', 'A2726YRGIF5ZXL']",2,0.5,0.5
139,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,-mFj4q7MbW8,youtube#video,2017-11-27T22:00:00.000Z,Apple iPhone X versus Google Pixel 2,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT3M53S,103449.0,1376.0,2597.0,"1, 2","['A39980PKUJE4NS', 'AQOXSP4W3ITSW']",2,1.5,0.5
140,UCkJEpR7JmS36tajD34Gp4VA | Psych2Go,-mt_u0ruLRI,youtube#video,2019-07-05T23:00:00.000Z,7 Signs You're Ready for a Closure From a Relationship,UUkJEpR7JmS36tajD34Gp4VA,27.0,PT4M37S,127635.0,5667.0,79.0,"0, 1","['A2FIMENJ9UMN7M', 'A1SNX9NBRRIVON']",2,0.5,0.5
141,UCH4BNI0-FOK2dMXoFtViWHw | It's Okay To Be Smart,-nGPPRKM_jc,youtube#video,2017-10-03T20:16:14.000Z,How Physics Might Bring Doomsday,UUH4BNI0-FOK2dMXoFtViWHw,27.0,PT6M51S,302779.0,11513.0,134.0,"0, 0, 1","['A1O6NAOVMJ1XVC', 'A24RQYIDMV7OPK', 'A3BHWR32XVJSXJ']",3,0.3333333333333333,0.4714045207910317
142,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,-nZkP2b-4vo,youtube#video,2016-10-01T17:01:33.000Z,The History of Paper Money - Origins of Exchange - Extra History - #1,UUCODtTcd5M1JavPCOr_Uydg,27.0,PT8M15S,1893702.0,27311.0,628.0,"0, 0, 2","['A182YKPS46KE9F', 'AK07N9AFX9LPA', 'AYPOAY43REHC8']",3,0.6666666666666666,0.9428090415820634
143,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,-ob7foUzXaY,youtube#video,2017-02-02T22:30:00.000Z,Spectra Interference: Crash Course Physics #40,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT8M25S,156089.0,2235.0,57.0,"1, 2","['A2HX13XTRKDD9C', 'A3T3CRF61D218E']",2,1.5,0.5
144,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,-ogq2yyuRDo,youtube#video,2016-08-11T15:02:54.000Z,Incredible meteor shower Aug 12-24,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT1M9S,169862.0,419.0,116.0,"0, 0","['A28EZTFIIDESKT', 'A3NUIP7LJT99ZQ']",2,0.0,0.0
145,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,-p2lhxUqMMQ,youtube#video,2018-01-27T18:30:12.000Z,Cheng I Sao - Pirate Queen - Extra History,UUCODtTcd5M1JavPCOr_Uydg,27.0,PT10M50S,2058459.0,43658.0,701.0,"0, 0","['A1WBSYXJA7CD2Z', 'A2726YRGIF5ZXL']",2,0.0,0.0
146,UCZYTClx2T1of7BRZ86-8fow | SciShow,-pCzLbCCppo,youtube#video,2018-05-06T21:00:00.000Z,"5 Times Scientists Were Very Wrong About New Discoveries, Because of Hope",UUZYTClx2T1of7BRZ86-8fow,27.0,PT13M30S,918680.0,15049.0,406.0,"0, 2, 2","['A14M2EERU7E8KD', 'A1O9PAK6THJ9Y7', 'A3GR8MTLTV0QW6']",3,1.333333333333333,0.9428090415820634
147,UCftwRNsjfRo08xYE31tkiyw | WIRED,-pwvctnQUYM,youtube#video,2018-03-01T20:00:52.000Z,Bruce Willis Answers the Web's Most Searched Questions | WIRED,UUftwRNsjfRo08xYE31tkiyw,24.0,PT3M13S,1437101.0,24400.0,451.0,"0, 1","['A1WBSYXJA7CD2Z', 'A3QU964EOJXS56']",2,0.5,0.5
148,UCP5tjEmvPItGyLhmjdwP7Ww | RealLifeLore,-q47sHA4eAo,youtube#video,2017-09-29T14:43:07.000Z,What Happens If You Drop a Nuclear Bomb Into a Hurricane?,UUP5tjEmvPItGyLhmjdwP7Ww,27.0,PT5M54S,4885928.0,73332.0,4336.0,"0, 1","['A13FVM2C914A3H', 'A3YP2RNFZ1PQP']",2,0.5,0.5
